LINE,END_WORD
"Matchin' Daytonas, rose gold on us",us
Goin' H·A·M in Ibiza done took a toll on us,us
"But since you overdo it, I'ma pour more",more
"Well if you goin' coupe, I’m goin' four door",door
"Hold up, I ain't trying to stunt, man",man
But the Yeezys jumped over the Jumpman,Jumpman
Went from most hated to the champion god flow,flow
I guess that's a feeling only me and Lebron know,know
"I'm living three dreams: Biggie Smalls', Dr King",King
"Rodney King's, uhh, cause",cause
Cause we can't get along - no resolution,resolution
"'Til we drown all these haters, rest in peace to Whitney Houston",Houston
"Cars, money, girls and the clothes",clothes
"Aww man, you sold your soul",soul
"Naww man, mad people was frontin'",frontin
"Aww man, made somethin' from nothin'",nothin
"Picture workin' so hard, and you can't cut through",through
"That can mess up your whole life, like an uncle that touched you",you
What has the world come to I'm from the 312,312
Where cops don't come through and dreams don't come true,TRUE
"Like there the god go, in his Murcielago",Murcielago
"From workin' McDonalds, barely payin' the car note",note
"He even got enough, to get his mama a condo",condo
"Then they ran up and shot him, right in front of his mom",mom
"40 killings in a weekend, 40 killings in a week",week
"Man, the summer too hot, you can feel it in the street",street
"Welcome to Sunday service, if you hope to someday serve us",us
"We got green in our eyes, just follow my Erick Sermon",Sermon
Did Moses not part the water with the cane,cane
Did strippers not make an ark when I made it rain,rain
"Did Yeezy, not get signed by Hov and Dame",Dame
And ran to Jacob and made the new Jesus chains,chains
"In Jesus' name, let the choir say",say
"I'm on fire, ay, that's what Richard Pryor say",say
"And we'll annihilate, anybody that violate",violate
"Ask any dope boy you know, they admire 'Ye",Ye
"'Ello, 'ello, 'ello, hello white America, assassinate my character",character
"Money matrimony, yeah they tryna break the marriage up",up
"Who gon' act phony, or who gone try to embarrass ya",ya
"I'mma need a day off, I think I'll call Ferris up",up
Bueller had a Muller but I switched it for a Mille,Mille
Cause I’m richer and prior to this shit was moving free base,base
"Had a conference with the DJs, Puerto Rico three days",days
Poli with the PDs now they got our shit on replay,replay
Sorry I’m in pajamas but I just got off the PJ,PJ
"And last party we had, they shut down Prive",Prive
Ain’t that where the Heat play Niggas hate ballas these days Yep,Yep
Ain’t that like Lebron James Ain’t that just like D Wade Wait,Wait
On a bathroom wall I wrote,wrote
I'd rather argue with you than be with someone else,else
I took a piss and dismiss it like fuck it,it
And I went and found somebody else,else
Fuck arguing and harvesting the feelings,feelings
"Yo, I'd rather be by my fucking self",self
Till about two am and I call back,back
And I hang up and I start to blame myself,myself
Somebody help,help
You weren't perfect but you made life worth it,it
"Stick around, some real feelings might surface",surface
Been a long time since I spoke to you in a bathroom,bathroom
"Gripping you up, fucking and choking you",you
What the hell was I supposed to do,do
I know you ain't getting this type of dick from that local dude,dude
And if you are I hope you have a good time,time
Cause I definitely be having mine,mine
And you ain't finna see a mogul get emotional,emotional
Every time I hear bout other niggas is strokin' you,you
"Lying, say I hit you, he sitting there consoling you",you
"Running my name through the mud, who's provoking you",you
You should be grateful a nigga like me ever noticed you,you
Now you noticeable and can't nobody get control of you,you
1AM and can't nobody get a hold of you,you
I'm calling your brother's phone like what was I supposed to do,do
"Even though I knew, he never told the truth",truth
He was just gon' say whatever that you told him to,to
At a certain point I had to stop asking questions,questions
Y'all got dirt on each other like mud wrestlers,wrestlers
I heard he bought some coke with my money,money
That ain't right girl,girl
You getting blackmailed for that white girl,girl
"You always said, Yeezy, I ain't your right girl",girl
You'll probably find one of them I like art-type girls,girls
"All of the lights, she-was-caught-in-the-hype girl",girl
And I was satisfied being in love with the lie,lie
"Now who to blame, you to blame, me to blame",blame
For the pain and it poured every time when it rained,rained
Let's play the blame game,game
"Things used to be, now they not
Anything but us is who we are
Disguising ourselves as secret lovers
We've become public enemies
We walk away like strangers in the street
Gone for eternity
We erased one another
So far from where we came
With so much of everything, how do we leave with nothing
Lack of visual empathy equates the meaning of L-O-V-E
Hatred and attitude tear us entirely - Chloe Mitchell",Mitchell
And I know that you are somewhere doing your thing,thing
And when the phone called it just ring and ring,ring
You ain't pick up but your phone accidentally called me back,back
And I heard the whole thing,thing
"I heard the whole thing, the whole thing, the whole thing",thing
You gotta let me know if I could be your Joseph,Joseph
"Only tell you real shit, that's the tea, no sip",sip
"Don't trip, don't trip, that pussy slippery, no whip",whip
"We ain't trippin' on shit, we just sippin' on this",this
"Just forget the whole shit, we could laugh about nothin'",nothin
"I impregnate your mind, let's have a baby without fuckin', yo",yo
I know it's corny bitches you wish you could unfollow,unfollow
I know it's corny niggas you wish you could unswallow,unswallow
"You tried to play nice, everybody just took advantage",advantage
"You left your fridge open, somebody just took a sandwich",sandwich
I said baby what if you was clubbin',clubbin
"Thuggin', hustlin' before you met your husband",husband
"Then I said, What if Mary was in the club",club
Fore she met Joseph around hella thugs,thugs
Cover Nori in lambs' wool,wool
We surrounded by the fuckin' wolves,wolves
What if Mary What if Mary,Mary
Was in the club was in the club,club
Fore she met Joseph with no love,love
Cover Saint in lambs' wool,wool
And she was We surrounded by,by
Surrounded by the fuckin' wolves​​​,wolves​​​
I been waiting for a minute,minute
For my lady,lady
So I can't jeopardize that for one of these hoes,hoes
I been living without limits,limits
As far as my business,business
I'm the only one that's in control,control
I been feeling all I've given,given
For my children,children
I will die for those I love,love
"God, I'm willing",willing
To make this my mission,mission
Give up the women,women
Before I lose half of what I own,own
I been thinking,thinking
About my vision,vision
Pour out my feelings,feelings
Revealing the layers to my soul,soul
My soul,soul
The layers to my soul,soul
"See, before I let you go",go
One last thing I need to let you know,know
You ain't never seen nothing crazier than,than
This nigga when he off his Lexapro,Lexapro
Remember that last time in Mexico,Mexico
"Remember that last time, the episode",episode
Asking me why the hell I text in code,code
Four times just to say don't text me hoe,hoe
"Told you four times, don't test me hoe",hoe
Now we finna lose all self-control,self-control
But you ain't finna be raising your voice at me,me
Especially when we in the Giuseppe store,store
But I'mma have the last laugh in the end,end
Cause I'm from a tribe called check a hoe,hoe
"Yeah, I'mma have to laugh Indian",Indian
And I,I
She find pictures in my e-mail,e-mail
I sent this bitch a picture of my dick,dick
I don't know what it is with females,females
But I'm not too good with that shit,shit
"See, I could have me a good girl",girl
And still be addicted to them hoodrats,hoodrats
And I just blame everything on you,you
At least you know that's what I'm good at,at
Never was much of a romantic,romantic
I could never take the intimacy,intimacy
And I know I did damage,damage
Cause the look in your eyes is killing me,me
I guess you are at an advantage,advantage
Cause you can blame me for everything,everything
And I don't know how I'mma manage,manage
If one day you just up and leave,leave
I had a dream I could buy my way to heaven,heaven
"When I awoke, I spent that on a necklace",necklace
I told God I'd be back in a second,second
Man it's so hard not to act reckless,reckless
"To whom much is given, much is tested",tested
Get arrested guess until he get the message,message
"I feel the pressure, under more scrutiny",scrutiny
"And what I do, act more stupidly",stupidly
"Bought more jewelry, more Louis V",V
My Momma couldn't get through to me,me
"The drama, people suing me",me
I'm on TV talking like it's just you and me,me
I'm just saying how I feel man,man
"I ain't one of the Cosby's, I ain't go to Hillman",Hillman
I guess the money should've changed him,him
I guess I should've forgot where I came from,from
Let up the suicide doors,doors
"This is my life homie, you decide yours",yours
I know that Jesus died for us,us
But I couldn't tell ya who decide wars,wars
So I parallel double parked that motherfucker sideways,sideways
Old folks talking bout back in my day,day
But homie this is my day,day
"Class started 2 hours ago, oh am I late",late
"No, I already graduated",graduated
And you can live through anything if Magic made it,it
They say I talk with so much emphasis,emphasis
Ooh they so sensitive,sensitive
Don't ever fix your lips like collagen,collagen
And say something when you gon' end up apologing,apologing
"Let me know if it's a problem then, aight man, holla then",then
Let the champagne splash,splash
Let that man get cash,cash
Let that man get past,past
He don't even stop to get gas,gas
If he can move through the rumors,rumors
He can drive off of fumes cause,cause
How he move in a room full of no's,nos
How he stay faithful in a room full of hoes,hoes
"Must be the pharaohs, he in tune with his soul",soul
So when he buried in a tomb full of gold,gold
"Treasure, what's your pleasure",pleasure
"Life is a, UH, depending how you dress her",her
"So if the devil wear Prada, Adam Eve wear nada",nada
I'm in between but way more fresher,fresher
"With way less effort, cause when you try hard",hard
That's when you die hard,hard
